dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_White,group_tail_Black,group_tail_Asian-Pac-Islander,group_tail_Amer-Indian-Eskimo,group_tail_Other,file
adult,infeasible,fedavot_cvar,0.10,0.20,1,4000,500,0,,0.259744,Asian-Pac-Islander,0.368828,0.34341,0.211465,0.368828,0.212578,0.16244,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,2,4000,500,0,,0.263812,Asian-Pac-Islander,0.373364,0.343435,0.214428,0.373364,0.217116,0.170719,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,3,4000,500,0,,0.262139,Asian-Pac-Islander,0.370903,0.34282,0.213604,0.370903,0.211742,0.171625,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,4,4000,500,0,,0.261013,Asian-Pac-Islander,0.372017,0.342921,0.213615,0.372017,0.208957,0.167557,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,0,4000,500,0,,0.252289,Asian-Pac-Islander,0.371619,0.341963,0.212763,0.371619,0.207244,0.127859,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,1,4000,500,0,,0.252165,Asian-Pac-Islander,0.368599,0.342687,0.208631,0.368599,0.206039,0.134868,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,2,4000,500,0,,0.255873,Asian-Pac-Islander,0.370981,0.34284,0.211358,0.370981,0.211186,0.142999,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,3,4000,500,0,,0.254308,Asian-Pac-Islander,0.369413,0.342324,0.210736,0.369413,0.206114,0.14295,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,4,4000,500,0,,0.253581,Asian-Pac-Islander,0.370814,0.342203,0.21083,0.370814,0.20391,0.140146,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,0,4000,500,0,,0.247187,Asian-Pac-Islander,0.369435,0.341119,0.209604,0.369435,0.20395,0.111827,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,1,4000,500,0,,0.246908,Asian-Pac-Islander,0.366587,0.342039,0.205373,0.366587,0.202918,0.117621,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,2,4000,500,0,,0.250117,Asian-Pac-Islander,0.368955,0.342081,0.207986,0.368955,0.207068,0.124492,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,3,4000,500,0,,0.248945,Asian-Pac-Islander,0.368864,0.341356,0.207239,0.368864,0.202184,0.125083,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,4,4000,500,0,,0.248177,Asian-Pac-Islander,0.369673,0.341543,0.207793,0.369673,0.20042,0.121454,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,0,4000,500,0,,0.243414,Asian-Pac-Islander,0.368556,0.340234,0.205858,0.368556,0.200927,0.101492,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,1,4000,500,0,,0.242844,Asian-Pac-Islander,0.364746,0.341565,0.202048,0.364746,0.19967,0.106192,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,2,4000,500,0,,0.245837,Asian-Pac-Islander,0.367374,0.341125,0.204614,0.367374,0.204351,0.11172,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,3,4000,500,0,,0.244756,Asian-Pac-Islander,0.368073,0.340464,0.203931,0.368073,0.198863,0.112449,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,4,4000,500,0,,0.244049,Asian-Pac-Islander,0.368993,0.34055,0.204362,0.368993,0.197216,0.109125,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,0,4000,500,0,,0.239818,Asian-Pac-Islander,0.366921,0.339498,0.202046,0.366921,0.197124,0.0935014,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,1,4000,500,0,,0.239115,Asian-Pac-Islander,0.363576,0.340828,0.197907,0.363576,0.195934,0.0973316,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,2,4000,500,0,,0.241945,Asian-Pac-Islander,0.366041,0.340208,0.200684,0.366041,0.200664,0.102128,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,3,4000,500,0,,0.241128,Asian-Pac-Islander,0.367718,0.339507,0.200075,0.367718,0.195296,0.103042,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,4,4000,500,0,,0.240114,Asian-Pac-Islander,0.36731,0.339551,0.200738,0.36731,0.193002,0.0999681,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,0,4000,500,0,,0.236534,Asian-Pac-Islander,0.366245,0.338407,0.197375,0.366245,0.193294,0.0873474,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,1,4000,500,0,,0.235828,Asian-Pac-Islander,0.362896,0.339875,0.193441,0.362896,0.19238,0.0905464,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,2,4000,500,0,,0.238282,Asian-Pac-Islander,0.364897,0.339189,0.19629,0.364897,0.196244,0.0947924,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,3,4000,500,0,,0.237491,Asian-Pac-Islander,0.367163,0.338616,0.195514,0.367163,0.190539,0.0956227,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,4,4000,500,0,,0.236595,Asian-Pac-Islander,0.366173,0.338569,0.196385,0.366173,0.189145,0.0927031,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,0,4000,500,0,,0.233173,Asian-Pac-Islander,0.365805,0.337495,0.192224,0.365805,0.188638,0.0817009,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,1,4000,500,0,,0.232925,Asian-Pac-Islander,0.36305,0.339271,0.188374,0.36305,0.18865,0.0852787,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,2,4000,500,0,,0.234972,Asian-Pac-Islander,0.364712,0.338127,0.191329,0.364712,0.191099,0.0895931,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,3,4000,500,0,,0.23399,Asian-Pac-Islander,0.366727,0.33799,0.1901,0.366727,0.185479,0.089653,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,4,4000,500,0,,0.233218,Asian-Pac-Islander,0.365894,0.337802,0.191532,0.365894,0.183929,0.0869342,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,0,4000,500,0,,0.229932,Asian-Pac-Islander,0.36536,0.337219,0.186532,0.36536,0.184155,0.0763953,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,1,4000,500,0,,0.229947,Asian-Pac-Islander,0.363542,0.339106,0.182848,0.363542,0.184006,0.0802338,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,2,4000,500,0,,0.231413,Asian-Pac-Islander,0.364232,0.337672,0.185955,0.364232,0.185268,0.0839389,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,3,4000,500,0,,0.230195,Asian-Pac-Islander,0.366093,0.337953,0.184313,0.366093,0.179759,0.0828566,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,4,4000,500,0,,0.229783,Asian-Pac-Islander,0.365651,0.337543,0.186367,0.365651,0.17821,0.0811415,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,0,4000,500,0,,0.226952,Asian-Pac-Islander,0.369769,0.338347,0.180065,0.369769,0.178153,0.0684234,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,1,4000,500,0,,0.226419,Asian-Pac-Islander,0.365834,0.340192,0.176868,0.365834,0.176765,0.0724348,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,2,4000,500,0,,0.227829,Asian-Pac-Islander,0.367336,0.338472,0.180141,0.367336,0.177013,0.0761799,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,3,4000,500,0,,0.226943,Asian-Pac-Islander,0.368769,0.339339,0.178242,0.368769,0.173178,0.0751875,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,4,4000,500,0,,0.226336,Asian-Pac-Islander,0.367867,0.338931,0.180506,0.367867,0.170807,0.0735701,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,0,4000,500,0,,0.270312,Asian-Pac-Islander,0.372368,0.342206,0.219481,0.372368,0.21885,0.198654,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,1,4000,500,0,,0.271208,Asian-Pac-Islander,0.368196,0.343231,0.216222,0.368196,0.221012,0.207379,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,2,4000,500,0,,0.275725,Asian-Pac-Islander,0.372164,0.343334,0.21776,0.372164,0.225029,0.220336,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,3,4000,500,0,,0.272508,Asian-Pac-Islander,0.36923,0.342994,0.21796,0.36923,0.220473,0.211883,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,4,4000,500,0,,0.270324,Asian-Pac-Islander,0.370527,0.34274,0.217313,0.370527,0.214587,0.206454,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,0,4000,500,0,,0.257463,Asian-Pac-Islander,0.371028,0.341387,0.215263,0.371028,0.207546,0.152088,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,1,4000,500,0,,0.259062,Asian-Pac-Islander,0.367525,0.342563,0.211662,0.367525,0.208473,0.165088,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,2,4000,500,0,,0.262952,Asian-Pac-Islander,0.370989,0.342427,0.213833,0.370989,0.212878,0.174633,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,3,4000,500,0,,0.260951,Asian-Pac-Islander,0.368408,0.342,0.213316,0.368408,0.208017,0.173013,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,4,4000,500,0,,0.259721,Asian-Pac-Islander,0.369463,0.342056,0.213443,0.369463,0.20438,0.169264,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,0,4000,500,0,,0.250196,Asian-Pac-Islander,0.3693,0.340559,0.211998,0.3693,0.201453,0.12767,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,1,4000,500,0,,0.251261,Asian-Pac-Islander,0.366333,0.341919,0.208198,0.366333,0.202297,0.137557,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,2,4000,500,0,,0.254708,Asian-Pac-Islander,0.369379,0.341453,0.210561,0.369379,0.205865,0.146284,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,3,4000,500,0,,0.253023,Asian-Pac-Islander,0.367836,0.341042,0.209774,0.367836,0.201638,0.144823,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,4,4000,500,0,,0.251987,Asian-Pac-Islander,0.36829,0.341069,0.210398,0.36829,0.199124,0.141052,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,0,4000,500,0,,0.244886,Asian-Pac-Islander,0.367713,0.33962,0.208861,0.367713,0.196956,0.111277,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,1,4000,500,0,,0.245772,Asian-Pac-Islander,0.364307,0.341283,0.205097,0.364307,0.197351,0.120821,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,2,4000,500,0,,0.248743,Asian-Pac-Islander,0.3675,0.340461,0.207374,0.3675,0.200755,0.127626,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,3,4000,500,0,,0.247244,Asian-Pac-Islander,0.366473,0.340091,0.206374,0.366473,0.196534,0.12675,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,4,4000,500,0,,0.246397,Asian-Pac-Islander,0.366824,0.340127,0.20724,0.366824,0.194282,0.123514,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,0,4000,500,0,,0.240747,Asian-Pac-Islander,0.365888,0.338742,0.205134,0.365888,0.192857,0.101111,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,1,4000,500,0,,0.241435,Asian-Pac-Islander,0.362624,0.340427,0.201442,0.362624,0.193605,0.109077,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,2,4000,500,0,,0.24406,Asian-Pac-Islander,0.365363,0.339585,0.203792,0.365363,0.196497,0.115064,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,3,4000,500,0,,0.242655,Asian-Pac-Islander,0.365422,0.339094,0.202694,0.365422,0.192111,0.113952,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,4,4000,500,0,,0.241906,Asian-Pac-Islander,0.365344,0.339291,0.20375,0.365344,0.189859,0.111285,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,0,4000,500,0,,0.237091,Asian-Pac-Islander,0.364185,0.337976,0.201033,0.364185,0.189088,0.0931749,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,1,4000,500,0,,0.237632,Asian-Pac-Islander,0.361084,0.339696,0.19737,0.361084,0.189568,0.100442,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,2,4000,500,0,,0.239766,Asian-Pac-Islander,0.363242,0.338763,0.199827,0.363242,0.191894,0.105102,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,3,4000,500,0,,0.238782,Asian-Pac-Islander,0.364309,0.338355,0.198777,0.364309,0.188043,0.104427,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,4,4000,500,0,,0.237891,Asian-Pac-Islander,0.363693,0.338489,0.199885,0.363693,0.185383,0.102007,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,0,4000,500,0,,0.233963,Asian-Pac-Islander,0.363477,0.337293,0.19625,0.363477,0.185376,0.087418,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,1,4000,500,0,,0.234294,Asian-Pac-Islander,0.360103,0.339148,0.192765,0.360103,0.186143,0.0933091,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,2,4000,500,0,,0.236105,Asian-Pac-Islander,0.361975,0.338108,0.195506,0.361975,0.187854,0.0970842,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,3,4000,500,0,,0.235194,Asian-Pac-Islander,0.363841,0.337716,0.194324,0.363841,0.183951,0.0961375,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,4,4000,500,0,,0.23427,Asian-Pac-Islander,0.362487,0.33779,0.195607,0.362487,0.18107,0.0943954,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,0,4000,500,0,,0.231184,Asian-Pac-Islander,0.36404,0.336845,0.191267,0.36404,0.182211,0.0815594,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,1,4000,500,0,,0.231309,Asian-Pac-Islander,0.360244,0.338833,0.18787,0.360244,0.183022,0.0865772,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,2,4000,500,0,,0.232653,Asian-Pac-Islander,0.361807,0.337652,0.190676,0.361807,0.183696,0.089433,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,3,4000,500,0,,0.231927,Asian-Pac-Islander,0.364255,0.337412,0.189328,0.364255,0.179964,0.0886768,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,4,4000,500,0,,0.231187,Asian-Pac-Islander,0.362899,0.337393,0.190763,0.362899,0.177159,0.0877214,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,0,4000,500,0,,0.228879,Asian-Pac-Islander,0.366376,0.336967,0.185843,0.366376,0.179706,0.0755007,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,1,4000,500,0,,0.228719,Asian-Pac-Islander,0.362315,0.338993,0.18251,0.362315,0.179794,0.0799839,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,2,4000,500,0,,0.229935,Asian-Pac-Islander,0.363913,0.337506,0.185531,0.363913,0.180041,0.0826817,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,3,4000,500,0,,0.229288,Asian-Pac-Islander,0.365911,0.337698,0.183947,0.365911,0.17651,0.0823773,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,4,4000,500,0,,0.228536,Asian-Pac-Islander,0.364706,0.337568,0.185771,0.364706,0.173582,0.0810512,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,0,4000,500,0,,0.226952,Asian-Pac-Islander,0.369769,0.338347,0.180065,0.369769,0.178153,0.0684234,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,1,4000,500,0,,0.226419,Asian-Pac-Islander,0.365834,0.340192,0.176868,0.365834,0.176765,0.0724348,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,2,4000,500,0,,0.227829,Asian-Pac-Islander,0.367336,0.338472,0.180141,0.367336,0.177013,0.0761799,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,3,4000,500,0,,0.226943,Asian-Pac-Islander,0.368769,0.339339,0.178242,0.368769,0.173178,0.0751875,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,4,4000,500,0,,0.226336,Asian-Pac-Islander,0.367867,0.338931,0.180506,0.367867,0.170807,0.0735701,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,0,4000,500,0,,0.266352,Asian-Pac-Islander,0.369805,0.339766,0.218663,0.369805,0.211695,0.191829,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,1,4000,500,0,,0.268553,Asian-Pac-Islander,0.366013,0.341663,0.215489,0.366013,0.217177,0.202421,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,2,4000,500,0,,0.273434,Asian-Pac-Islander,0.369316,0.340971,0.217034,0.369316,0.2203,0.21955,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed2.csv.gz
