dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_tier1,group_tail_tier2,group_tail_tier3,group_tail_tier4,group_tail_tier5,file
imdbwiki,feasible,fedcvar,0.50,1.00,0,4000,500,0,,86.0104,tier5,107.985,79.3383,93.8702,81.0518,79.384,107.985,imdbwiki_feasible_fedcvar_a0.50_g1.00_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.50,1.00,1,4000,500,0,,86.1475,tier5,107.595,79.7291,93.5272,81.7357,78.733,107.595,imdbwiki_feasible_fedcvar_a0.50_g1.00_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.50,1.00,2,4000,500,0,,86.2754,tier5,107.514,79.3199,93.6086,82.0818,78.6285,107.514,imdbwiki_feasible_fedcvar_a0.50_g1.00_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.50,1.00,3,4000,500,0,,86.9785,tier5,107.76,81.1092,93.4093,80.1155,78.0107,107.76,imdbwiki_feasible_fedcvar_a0.50_g1.00_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.50,1.00,4,4000,500,0,,86.4461,tier5,107.385,79.9567,94.1567,79.6929,78.6824,107.385,imdbwiki_feasible_fedcvar_a0.50_g1.00_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.10,0,4000,500,0,,88.4117,tier5,107.805,83.0356,95.0928,83.0271,87.8728,107.805,imdbwiki_feasible_fedcvar_a0.60_g0.10_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.10,1,4000,500,0,,88.6598,tier5,107.865,83.6176,94.6695,84.0433,87.4461,107.865,imdbwiki_feasible_fedcvar_a0.60_g0.10_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.10,2,4000,500,0,,88.8515,tier5,107.4,83.8053,93.86,84.2184,87.3839,107.4,imdbwiki_feasible_fedcvar_a0.60_g0.10_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.10,3,4000,500,0,,89.0015,tier5,107.225,84.3489,94.3099,81.9537,86.3755,107.225,imdbwiki_feasible_fedcvar_a0.60_g0.10_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.10,4,4000,500,0,,89.0048,tier5,107.318,83.9164,95.4658,81.8111,88.0451,107.318,imdbwiki_feasible_fedcvar_a0.60_g0.10_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.20,0,4000,500,0,,87.9708,tier5,107.561,82.4376,94.8286,82.6904,86.8847,107.561,imdbwiki_feasible_fedcvar_a0.60_g0.20_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.20,1,4000,500,0,,88.1967,tier5,107.609,82.9936,94.3958,83.634,86.3728,107.609,imdbwiki_feasible_fedcvar_a0.60_g0.20_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.20,2,4000,500,0,,88.374,tier5,107.133,83.1574,93.5693,83.8092,86.3112,107.133,imdbwiki_feasible_fedcvar_a0.60_g0.20_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.20,3,4000,500,0,,88.5612,tier5,107.046,83.7576,94.0184,81.6294,85.3542,107.046,imdbwiki_feasible_fedcvar_a0.60_g0.20_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.20,4,4000,500,0,,88.5115,tier5,107.084,83.2705,95.1224,81.4122,86.9714,107.084,imdbwiki_feasible_fedcvar_a0.60_g0.20_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.30,0,4000,500,0,,87.5347,tier5,107.36,81.8325,94.5788,82.3738,85.893,107.36,imdbwiki_feasible_fedcvar_a0.60_g0.30_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.30,1,4000,500,0,,87.7432,tier5,107.353,82.371,94.1063,83.2592,85.2478,107.353,imdbwiki_feasible_fedcvar_a0.60_g0.30_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.30,2,4000,500,0,,87.8925,tier5,106.881,82.4533,93.3568,83.4221,85.2175,106.881,imdbwiki_feasible_fedcvar_a0.60_g0.30_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.30,3,4000,500,0,,88.1702,tier5,106.837,83.2154,93.7763,81.3337,84.2919,106.837,imdbwiki_feasible_fedcvar_a0.60_g0.30_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.30,4,4000,500,0,,88.0316,tier5,106.841,82.6408,94.7793,81.0125,85.8461,106.841,imdbwiki_feasible_fedcvar_a0.60_g0.30_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.40,0,4000,500,0,,87.1319,tier5,107.202,81.2695,94.3392,82.0611,84.866,107.202,imdbwiki_feasible_fedcvar_a0.60_g0.40_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.40,1,4000,500,0,,87.3125,tier5,107.17,81.7796,93.8459,82.8926,84.1696,107.17,imdbwiki_feasible_fedcvar_a0.60_g0.40_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.40,2,4000,500,0,,87.4632,tier5,106.696,81.8062,93.1756,83.0808,84.1285,106.696,imdbwiki_feasible_fedcvar_a0.60_g0.40_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.40,3,4000,500,0,,87.8219,tier5,106.686,82.7269,93.5661,81.0445,83.3206,106.686,imdbwiki_feasible_fedcvar_a0.60_g0.40_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.40,4,4000,500,0,,87.6069,tier5,106.689,82.076,94.4666,80.6892,84.7617,106.689,imdbwiki_feasible_fedcvar_a0.60_g0.40_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.50,0,4000,500,0,,86.766,tier5,107.129,80.7412,94.1365,81.797,83.885,107.129,imdbwiki_feasible_fedcvar_a0.60_g0.50_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.50,1,4000,500,0,,86.9605,tier5,107.012,81.2727,93.6517,82.6033,83.1449,107.012,imdbwiki_feasible_fedcvar_a0.60_g0.50_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.50,2,4000,500,0,,87.0921,tier5,106.579,81.2223,93.0579,82.8256,83.0754,106.579,imdbwiki_feasible_fedcvar_a0.60_g0.50_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.50,3,4000,500,0,,87.5147,tier5,106.613,82.2891,93.3818,80.7893,82.3569,106.613,imdbwiki_feasible_fedcvar_a0.60_g0.50_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.50,4,4000,500,0,,87.2336,tier5,106.561,81.5354,94.252,80.3959,83.6156,106.561,imdbwiki_feasible_fedcvar_a0.60_g0.50_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.60,0,4000,500,0,,86.4674,tier5,107.126,80.314,93.9517,81.5371,82.8975,107.126,imdbwiki_feasible_fedcvar_a0.60_g0.60_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.60,1,4000,500,0,,86.6552,tier5,106.968,80.8153,93.5057,82.3127,82.1591,106.968,imdbwiki_feasible_fedcvar_a0.60_g0.60_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.60,2,4000,500,0,,86.7781,tier5,106.595,80.6849,93.0267,82.583,82.0516,106.595,imdbwiki_feasible_fedcvar_a0.60_g0.60_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.60,3,4000,500,0,,87.2696,tier5,106.655,81.9267,93.2488,80.555,81.4144,106.655,imdbwiki_feasible_fedcvar_a0.60_g0.60_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.60,4,4000,500,0,,86.9219,tier5,106.539,81.082,94.0585,80.1305,82.5664,106.539,imdbwiki_feasible_fedcvar_a0.60_g0.60_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.70,0,4000,500,0,,86.2335,tier5,107.209,79.9563,93.8119,81.3243,81.9372,107.209,imdbwiki_feasible_fedcvar_a0.60_g0.70_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.70,1,4000,500,0,,86.4209,tier5,106.994,80.4431,93.4024,82.0904,81.2366,106.994,imdbwiki_feasible_fedcvar_a0.60_g0.70_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.70,2,4000,500,0,,86.5386,tier5,106.704,80.2438,93.0406,82.3586,81.0823,106.704,imdbwiki_feasible_fedcvar_a0.60_g0.70_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.70,3,4000,500,0,,87.0873,tier5,106.789,81.6243,93.1803,80.3583,80.4884,106.789,imdbwiki_feasible_fedcvar_a0.60_g0.70_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.70,4,4000,500,0,,86.6819,tier5,106.609,80.6824,93.9737,79.9136,81.497,106.609,imdbwiki_feasible_fedcvar_a0.60_g0.70_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.80,0,4000,500,0,,86.0788,tier5,107.403,79.6754,93.7445,81.1775,81.0175,107.403,imdbwiki_feasible_fedcvar_a0.60_g0.80_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.80,1,4000,500,0,,86.2495,tier5,107.132,80.1253,93.3616,81.9207,80.3433,107.132,imdbwiki_feasible_fedcvar_a0.60_g0.80_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.80,2,4000,500,0,,86.366,tier5,106.938,79.8427,93.1471,82.2364,80.1666,106.938,imdbwiki_feasible_fedcvar_a0.60_g0.80_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.80,3,4000,500,0,,86.9764,tier5,107.032,81.3862,93.1736,80.2335,79.6121,107.032,imdbwiki_feasible_fedcvar_a0.60_g0.80_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.80,4,4000,500,0,,86.5205,tier5,106.789,80.3741,93.9283,79.7631,80.4704,106.789,imdbwiki_feasible_fedcvar_a0.60_g0.80_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.90,0,4000,500,0,,86.0209,tier5,107.759,79.4767,93.7535,81.133,80.0507,107.759,imdbwiki_feasible_fedcvar_a0.60_g0.90_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.90,1,4000,500,0,,86.183,tier5,107.398,79.9225,93.3851,81.7973,79.4375,107.398,imdbwiki_feasible_fedcvar_a0.60_g0.90_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.90,2,4000,500,0,,86.2958,tier5,107.316,79.5193,93.3868,82.1309,79.2608,107.316,imdbwiki_feasible_fedcvar_a0.60_g0.90_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.90,3,4000,500,0,,86.9942,tier5,107.511,81.2576,93.3038,80.1397,78.6738,107.511,imdbwiki_feasible_fedcvar_a0.60_g0.90_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,0.90,4,4000,500,0,,86.458,tier5,107.163,80.1295,93.9852,79.7096,79.3817,107.163,imdbwiki_feasible_fedcvar_a0.60_g0.90_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.60,1.00,0,4000,500,0,,86.0104,tier5,107.985,79.3383,93.8702,81.0518,79.384,107.985,imdbwiki_feasible_fedcvar_a0.60_g1.00_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.60,1.00,1,4000,500,0,,86.1475,tier5,107.595,79.7291,93.5272,81.7357,78.733,107.595,imdbwiki_feasible_fedcvar_a0.60_g1.00_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.60,1.00,2,4000,500,0,,86.2754,tier5,107.514,79.3199,93.6086,82.0818,78.6285,107.514,imdbwiki_feasible_fedcvar_a0.60_g1.00_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.60,1.00,3,4000,500,0,,86.9785,tier5,107.76,81.1092,93.4093,80.1155,78.0107,107.76,imdbwiki_feasible_fedcvar_a0.60_g1.00_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.60,1.00,4,4000,500,0,,86.4461,tier5,107.385,79.9567,94.1567,79.6929,78.6824,107.385,imdbwiki_feasible_fedcvar_a0.60_g1.00_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.10,0,4000,500,0,,87.3467,tier5,107.19,81.5465,94.3921,82.5871,85.297,107.19,imdbwiki_feasible_fedcvar_a0.70_g0.10_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.10,1,4000,500,0,,87.481,tier5,107.295,82.0714,93.8329,83.3007,84.83,107.295,imdbwiki_feasible_fedcvar_a0.70_g0.10_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.10,2,4000,500,0,,87.6944,tier5,106.992,82.1072,93.311,83.616,84.6559,106.992,imdbwiki_feasible_fedcvar_a0.70_g0.10_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.10,3,4000,500,0,,87.9934,tier5,106.843,83.0284,93.661,81.3643,83.8176,106.843,imdbwiki_feasible_fedcvar_a0.70_g0.10_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.10,4,4000,500,0,,87.8856,tier5,106.834,82.4724,94.5656,80.9853,85.0877,106.834,imdbwiki_feasible_fedcvar_a0.70_g0.10_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.20,0,4000,500,0,,87.1039,tier5,107.155,81.2186,94.2328,82.3414,84.6633,107.155,imdbwiki_feasible_fedcvar_a0.70_g0.20_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.20,1,4000,500,0,,87.2369,tier5,107.222,81.725,93.6932,83.0367,84.1419,107.222,imdbwiki_feasible_fedcvar_a0.70_g0.20_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.20,2,4000,500,0,,87.4131,tier5,106.885,81.7001,93.1645,83.3352,83.8792,106.885,imdbwiki_feasible_fedcvar_a0.70_g0.20_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.20,3,4000,500,0,,87.7803,tier5,106.784,82.7222,93.5283,81.137,83.0772,106.784,imdbwiki_feasible_fedcvar_a0.70_g0.20_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.20,4,4000,500,0,,87.6083,tier5,106.727,82.0902,94.4029,80.7275,84.3603,106.727,imdbwiki_feasible_fedcvar_a0.70_g0.20_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.30,0,4000,500,0,,86.8475,tier5,107.14,80.8606,94.0903,82.0974,83.9842,107.14,imdbwiki_feasible_fedcvar_a0.70_g0.30_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.30,1,4000,500,0,,86.9988,tier5,107.13,81.38,93.5573,82.7758,83.4348,107.13,imdbwiki_feasible_fedcvar_a0.70_g0.30_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.30,2,4000,500,0,,87.1467,tier5,106.803,81.2943,93.0681,83.0703,83.1206,106.803,imdbwiki_feasible_fedcvar_a0.70_g0.30_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.30,3,4000,500,0,,87.5905,tier5,106.749,82.4351,93.417,80.9493,82.3994,106.749,imdbwiki_feasible_fedcvar_a0.70_g0.30_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.30,4,4000,500,0,,87.3561,tier5,106.645,81.7442,94.2332,80.4571,83.6055,106.645,imdbwiki_feasible_fedcvar_a0.70_g0.30_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.40,0,4000,500,0,,86.6177,tier5,107.118,80.547,93.9204,81.8759,83.3055,107.118,imdbwiki_feasible_fedcvar_a0.70_g0.40_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.40,1,4000,500,0,,86.7783,tier5,107.075,81.0524,93.4374,82.5442,82.713,107.075,imdbwiki_feasible_fedcvar_a0.70_g0.40_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.40,2,4000,500,0,,86.9039,tier5,106.768,80.8985,93.0106,82.8264,82.3693,106.768,imdbwiki_feasible_fedcvar_a0.70_g0.40_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.40,3,4000,500,0,,87.4165,tier5,106.753,82.1634,93.3193,80.7612,81.7184,106.753,imdbwiki_feasible_fedcvar_a0.70_g0.40_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.40,4,4000,500,0,,87.1088,tier5,106.599,81.3838,94.0852,80.2421,82.841,106.599,imdbwiki_feasible_fedcvar_a0.70_g0.40_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.50,0,4000,500,0,,86.4189,tier5,107.17,80.2551,93.8183,81.6543,82.6155,107.17,imdbwiki_feasible_fedcvar_a0.70_g0.50_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.50,1,4000,500,0,,86.5883,tier5,107.057,80.7629,93.3319,82.3334,82.011,107.057,imdbwiki_feasible_fedcvar_a0.70_g0.50_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.50,2,4000,500,0,,86.7002,tier5,106.768,80.5328,93.0134,82.6264,81.7054,106.768,imdbwiki_feasible_fedcvar_a0.70_g0.50_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.50,3,4000,500,0,,87.2692,tier5,106.797,81.9273,93.2335,80.5826,81.0622,106.797,imdbwiki_feasible_fedcvar_a0.70_g0.50_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.50,4,4000,500,0,,86.8966,tier5,106.597,81.0617,93.9697,80.0628,82.1121,106.597,imdbwiki_feasible_fedcvar_a0.70_g0.50_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.60,0,4000,500,0,,86.2488,tier5,107.247,79.9934,93.7278,81.4652,81.9292,107.247,imdbwiki_feasible_fedcvar_a0.70_g0.60_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.60,1,4000,500,0,,86.4324,tier5,107.069,80.5037,93.2767,82.1409,81.323,107.069,imdbwiki_feasible_fedcvar_a0.70_g0.60_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.60,2,4000,500,0,,86.5292,tier5,106.84,80.2134,93.0226,82.446,81.0365,106.84,imdbwiki_feasible_fedcvar_a0.70_g0.60_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.60,3,4000,500,0,,87.148,tier5,106.895,81.7049,93.1934,80.4314,80.4285,106.895,imdbwiki_feasible_fedcvar_a0.70_g0.60_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.60,4,4000,500,0,,86.715,tier5,106.662,80.7728,93.8761,79.9089,81.3693,106.662,imdbwiki_feasible_fedcvar_a0.70_g0.60_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.70,0,4000,500,0,,86.1223,tier5,107.392,79.7767,93.6764,81.3065,81.232,107.392,imdbwiki_feasible_fedcvar_a0.70_g0.70_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.70,1,4000,500,0,,86.3067,tier5,107.138,80.2726,93.2595,81.9697,80.634,107.138,imdbwiki_feasible_fedcvar_a0.70_g0.70_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.70,2,4000,500,0,,86.4043,tier5,106.957,79.9312,93.1,82.2879,80.3763,106.957,imdbwiki_feasible_fedcvar_a0.70_g0.70_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.70,3,4000,500,0,,87.0569,tier5,107.07,81.5141,93.1871,80.2893,79.7735,107.07,imdbwiki_feasible_fedcvar_a0.70_g0.70_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.70,4,4000,500,0,,86.5756,tier5,106.789,80.508,93.8448,79.7997,80.6468,106.789,imdbwiki_feasible_fedcvar_a0.70_g0.70_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.80,0,4000,500,0,,86.0452,tier5,107.593,79.5936,93.6812,81.2021,80.5378,107.593,imdbwiki_feasible_fedcvar_a0.70_g0.80_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.80,1,4000,500,0,,86.2147,tier5,107.286,80.0547,93.31,81.8433,79.9221,107.286,imdbwiki_feasible_fedcvar_a0.70_g0.80_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.80,2,4000,500,0,,86.3164,tier5,107.152,79.6691,93.2492,82.1498,79.7142,107.152,imdbwiki_feasible_fedcvar_a0.70_g0.80_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.80,3,4000,500,0,,87.0064,tier5,107.349,81.3505,93.2491,80.1767,79.1119,107.349,imdbwiki_feasible_fedcvar_a0.70_g0.80_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.80,4,4000,500,0,,86.4821,tier5,107.015,80.2526,93.9124,79.7222,79.8818,107.015,imdbwiki_feasible_fedcvar_a0.70_g0.80_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.90,0,4000,500,0,,86.0171,tier5,107.896,79.4092,93.7827,81.1502,79.7066,107.896,imdbwiki_feasible_fedcvar_a0.70_g0.90_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.90,1,4000,500,0,,86.1639,tier5,107.567,79.8272,93.4521,81.8039,79.1268,107.567,imdbwiki_feasible_fedcvar_a0.70_g0.90_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.90,2,4000,500,0,,86.2776,tier5,107.494,79.4029,93.4906,82.1625,78.9697,107.494,imdbwiki_feasible_fedcvar_a0.70_g0.90_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.90,3,4000,500,0,,86.9979,tier5,107.676,81.2064,93.3505,80.1656,78.3486,107.676,imdbwiki_feasible_fedcvar_a0.70_g0.90_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,0.90,4,4000,500,0,,86.448,tier5,107.31,80.0448,94.0419,79.7496,79.0221,107.31,imdbwiki_feasible_fedcvar_a0.70_g0.90_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.70,1.00,0,4000,500,0,,86.0104,tier5,107.985,79.3383,93.8702,81.0518,79.384,107.985,imdbwiki_feasible_fedcvar_a0.70_g1.00_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.70,1.00,1,4000,500,0,,86.1475,tier5,107.595,79.7291,93.5272,81.7357,78.733,107.595,imdbwiki_feasible_fedcvar_a0.70_g1.00_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.70,1.00,2,4000,500,0,,86.2754,tier5,107.514,79.3199,93.6086,82.0818,78.6285,107.514,imdbwiki_feasible_fedcvar_a0.70_g1.00_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.70,1.00,3,4000,500,0,,86.9785,tier5,107.76,81.1092,93.4093,80.1155,78.0107,107.76,imdbwiki_feasible_fedcvar_a0.70_g1.00_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.70,1.00,4,4000,500,0,,86.4461,tier5,107.385,79.9567,94.1567,79.6929,78.6824,107.385,imdbwiki_feasible_fedcvar_a0.70_g1.00_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.10,0,4000,500,0,,86.5915,tier5,107.276,80.6166,93.6579,82.1072,83.5365,107.276,imdbwiki_feasible_fedcvar_a0.80_g0.10_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.10,1,4000,500,0,,86.744,tier5,107.255,81.1914,93.2026,82.5794,83.0133,107.255,imdbwiki_feasible_fedcvar_a0.80_g0.10_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.10,2,4000,500,0,,86.8361,tier5,107.11,80.8418,92.9326,82.8658,82.6349,107.11,imdbwiki_feasible_fedcvar_a0.80_g0.10_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.10,3,4000,500,0,,87.4147,tier5,107.124,82.2789,93.1926,80.8307,81.8252,107.124,imdbwiki_feasible_fedcvar_a0.80_g0.10_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.10,4,4000,500,0,,87.0059,tier5,106.957,81.3723,93.7181,80.485,83.0215,106.957,imdbwiki_feasible_fedcvar_a0.80_g0.10_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.20,0,4000,500,0,,86.4811,tier5,107.291,80.444,93.6154,81.9382,83.0609,107.291,imdbwiki_feasible_fedcvar_a0.80_g0.20_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.20,1,4000,500,0,,86.628,tier5,107.279,80.9939,93.1907,82.4148,82.5401,107.279,imdbwiki_feasible_fedcvar_a0.80_g0.20_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.20,2,4000,500,0,,86.7057,tier5,107.095,80.6143,92.9352,82.6921,82.1519,107.095,imdbwiki_feasible_fedcvar_a0.80_g0.20_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.20,3,4000,500,0,,87.3124,tier5,107.169,82.0862,93.184,80.6858,81.3582,107.169,imdbwiki_feasible_fedcvar_a0.80_g0.20_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.20,4,4000,500,0,,86.8754,tier5,106.946,81.1479,93.6961,80.3102,82.4701,106.946,imdbwiki_feasible_fedcvar_a0.80_g0.20_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.30,0,4000,500,0,,86.3734,tier5,107.34,80.2745,93.563,81.7919,82.5994,107.34,imdbwiki_feasible_fedcvar_a0.80_g0.30_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.30,1,4000,500,0,,86.516,tier5,107.279,80.7862,93.1957,82.2608,82.0274,107.279,imdbwiki_feasible_fedcvar_a0.80_g0.30_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.30,2,4000,500,0,,86.6005,tier5,107.084,80.4165,92.9499,82.5223,81.6657,107.084,imdbwiki_feasible_fedcvar_a0.80_g0.30_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.30,3,4000,500,0,,87.2225,tier5,107.202,81.9159,93.1699,80.5586,80.8944,107.202,imdbwiki_feasible_fedcvar_a0.80_g0.30_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.30,4,4000,500,0,,86.7585,tier5,106.952,80.9278,93.7083,80.1537,81.9462,106.952,imdbwiki_feasible_fedcvar_a0.80_g0.30_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.40,0,4000,500,0,,86.2698,tier5,107.395,80.0926,93.5475,81.6462,82.0939,107.395,imdbwiki_feasible_fedcvar_a0.80_g0.40_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.40,1,4000,500,0,,86.414,tier5,107.287,80.5868,93.209,82.1207,81.537,107.287,imdbwiki_feasible_fedcvar_a0.80_g0.40_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.40,2,4000,500,0,,86.5029,tier5,107.115,80.2085,92.9973,82.3878,81.1907,107.115,imdbwiki_feasible_fedcvar_a0.80_g0.40_seed2.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.40,3,4000,500,0,,87.1476,tier5,107.251,81.7511,93.1871,80.4349,80.4249,107.251,imdbwiki_feasible_fedcvar_a0.80_g0.40_seed3.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.40,4,4000,500,0,,86.6571,tier5,106.97,80.7284,93.7301,80.0175,81.4222,106.97,imdbwiki_feasible_fedcvar_a0.80_g0.40_seed4.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.50,0,4000,500,0,,86.1763,tier5,107.466,79.9082,93.5607,81.5063,81.5749,107.466,imdbwiki_feasible_fedcvar_a0.80_g0.50_seed0.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.50,1,4000,500,0,,86.3255,tier5,107.301,80.3958,93.2364,82.0041,81.0271,107.301,imdbwiki_feasible_fedcvar_a0.80_g0.50_seed1.csv.gz
imdbwiki,feasible,fedcvar,0.80,0.50,2,4000,500,0,,86.4169,tier5,107.12,80.0131,93.0498,82.2778,80.7173,107.12,imdbwiki_feasible_fedcvar_a0.80_g0.50_seed2.csv.gz
