dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_tier1,group_tail_tier2,group_tail_tier3,group_tail_tier4,group_tail_tier5,file
imdbwiki,infeasible,fedavot_cvar,0.10,0.60,4,4000,500,0,,96.3981,tier5,124.742,90.7381,105.327,96.2225,113.475,124.742,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.60_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.70,0,4000,500,0,,94.0996,tier5,119.702,87.5506,103.09,95.8159,107.871,119.702,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.70_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.70,1,4000,500,0,,92.0354,tier5,118.116,86.5346,99.0037,90.5058,104.014,118.116,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.70_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.70,2,4000,500,0,,93.4626,tier5,119.838,87.9761,101.84,90.293,106.133,119.838,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.70_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.70,3,4000,500,0,,92.6133,tier5,120.345,86.7644,99.2379,93.3286,102.322,120.345,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.70_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.70,4,4000,500,0,,93.2347,tier5,122.371,86.8738,102.874,94.0589,108.658,122.371,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.70_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.80,0,4000,500,0,,90.7024,tier5,117.079,83.2116,100.923,92.9509,101.968,117.079,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.80_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.80,1,4000,500,0,,89.1012,tier5,116.354,82.8955,96.8098,88.6605,98.2656,116.354,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.80_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.80,2,4000,500,0,,90.1434,tier5,117.603,83.8116,98.9876,88.511,100.556,117.603,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.80_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.80,3,4000,500,0,,89.4374,tier5,118,82.6603,97.0516,91.0755,96.6747,118,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.80_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.80,4,4000,500,0,,90.0267,tier5,119.616,82.8379,100.559,91.9891,103.058,119.616,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.80_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.90,0,4000,500,0,,87.9822,tier5,115.182,79.3606,99.6909,90.9151,96.3712,115.182,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.90_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.90,1,4000,500,0,,87.0468,tier5,115.274,79.802,95.9627,87.6705,93.0433,115.274,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.90_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.90,2,4000,500,0,,87.4305,tier5,115.65,80.0974,97.0971,87.2525,94.3099,115.65,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.90_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.90,3,4000,500,0,,86.9901,tier5,115.843,79.0833,95.9405,88.7822,90.3837,115.843,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.90_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,0.90,4,4000,500,0,,87.691,tier5,117.723,79.5387,99.2713,91.1194,98.2595,117.723,imdbwiki_infeasible_fedavot_cvar_a0.10_g0.90_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,1.00,0,4000,500,0,,85.8495,tier5,114.22,75.7608,99.201,88.4458,88.4549,114.22,imdbwiki_infeasible_fedavot_cvar_a0.10_g1.00_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,1.00,1,4000,500,0,,85.9733,tier5,115.055,77.5969,96.0417,86.4093,86.5273,115.055,imdbwiki_infeasible_fedavot_cvar_a0.10_g1.00_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,1.00,2,4000,500,0,,86.1828,tier5,115.866,77.781,96.4214,86.036,86.6977,115.866,imdbwiki_infeasible_fedavot_cvar_a0.10_g1.00_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,1.00,3,4000,500,0,,86.4138,tier5,115.729,77.2092,96.6206,86.9818,83.635,115.729,imdbwiki_infeasible_fedavot_cvar_a0.10_g1.00_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.10,1.00,4,4000,500,0,,85.8867,tier5,115.612,76.6262,98.3511,88.8261,90.3069,115.612,imdbwiki_infeasible_fedavot_cvar_a0.10_g1.00_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.10,0,4000,500,0,,104.009,tier5,127.712,98.7227,112.295,103.633,121.999,127.712,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.10_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.10,1,4000,500,0,,101.773,tier5,126.26,97.2908,108.253,97.1535,119.765,126.26,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.10_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.10,2,4000,500,0,,103.655,tier5,127.003,99.6573,111.342,97.8107,119.847,127.003,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.10_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.10,3,4000,500,0,,102.835,tier5,127.836,98.9307,107.619,100.16,117.21,127.836,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.10_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.10,4,4000,500,0,,103.758,tier5,132.54,98.5246,113.172,102.407,125.237,132.54,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.10_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.20,0,4000,500,0,,102.248,tier5,126.213,96.7591,110.673,102.381,119.652,126.213,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.20_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.20,1,4000,500,0,,99.9494,tier5,124.599,95.2249,106.448,96.0427,117.014,124.599,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.20_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.20,2,4000,500,0,,101.844,tier5,126.33,97.1299,110.585,96.7747,117.793,126.33,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.20_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.20,3,4000,500,0,,100.809,tier5,125.903,96.4589,106.144,98.7807,114.429,125.903,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.20_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.20,4,4000,500,0,,102.019,tier5,131.032,96.5763,111.564,101.321,122.875,131.032,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.20_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.30,0,4000,500,0,,100.51,tier5,124.774,94.7235,109.405,100.972,117.434,124.774,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.30_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.30,1,4000,500,0,,98.1731,tier5,123.497,93.0739,105.124,95.0268,114.601,123.497,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.30_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.30,2,4000,500,0,,99.7791,tier5,124.486,94.8623,108.372,95.4197,115.119,124.486,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.30_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.30,3,4000,500,0,,98.5634,tier5,124.097,93.7858,104.4,97.182,111.213,124.097,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.30_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.30,4,4000,500,0,,99.9209,tier5,128.816,94.4457,109.255,99.8788,120.331,128.816,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.30_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.40,0,4000,500,0,,98.7115,tier5,122.986,92.6171,107.883,99.6629,114.961,122.986,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.40_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.40,1,4000,500,0,,96.061,tier5,121.831,90.6926,103.144,93.7878,111.643,121.831,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.40_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.40,2,4000,500,0,,97.1808,tier5,122.562,91.8575,105.838,93.9302,111.793,122.562,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.40_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.40,3,4000,500,0,,96.0105,tier5,122.174,90.6432,102.505,95.462,107.765,122.174,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.40_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.40,4,4000,500,0,,97.782,tier5,126.717,91.9189,107.497,98.5583,117.204,126.717,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.40_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.50,0,4000,500,0,,96.389,tier5,121.178,89.8265,105.88,98.0782,111.681,121.178,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.50_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.50,1,4000,500,0,,93.996,tier5,120.003,88.2139,101.549,92.5189,108.137,120.003,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.50_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.50,2,4000,500,0,,94.8952,tier5,120.635,89.2447,103.554,92.4623,108.38,120.635,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.50_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.50,3,4000,500,0,,93.3448,tier5,119.756,87.4336,100.342,93.4561,103.457,119.756,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.50_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.50,4,4000,500,0,,95.4643,tier5,124.879,89.182,105.576,97.2722,114.142,124.879,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.50_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.60,0,4000,500,0,,93.8133,tier5,118.936,86.7296,103.839,95.9534,107.654,118.936,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.60_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.60,1,4000,500,0,,91.7068,tier5,118.042,85.549,99.6023,90.9804,104.092,118.042,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.60_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.60,2,4000,500,0,,92.2827,tier5,118.338,86.1755,101.038,90.8415,104.244,118.338,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.60_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.60,3,4000,500,0,,90.8496,tier5,117.699,84.3817,98.3423,91.6974,99.2838,117.699,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.60_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.60,4,4000,500,0,,93.0993,tier5,122.817,86.2817,103.613,95.9529,110.378,122.817,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.60_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.70,0,4000,500,0,,91.0953,tier5,116.733,83.307,101.904,93.8359,102.96,116.733,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.70_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.70,1,4000,500,0,,89.5099,tier5,116.36,82.8011,98.0735,89.535,99.7398,116.36,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.70_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.70,2,4000,500,0,,90.0219,tier5,116.416,83.5065,98.934,89.27,100.285,116.416,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.70_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.70,3,4000,500,0,,88.8108,tier5,116.017,81.6655,97.0737,89.9588,95.0471,116.017,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.70_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.70,4,4000,500,0,,90.6934,tier5,120.362,83.3333,101.655,94.2268,106.017,120.362,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.70_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.80,0,4000,500,0,,88.6598,tier5,114.897,80.1206,100.442,91.6272,98.0697,114.897,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.80_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.80,1,4000,500,0,,87.7049,tier5,115.031,80.4206,96.9267,88.1186,95.1772,115.031,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.80_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.80,2,4000,500,0,,87.9741,tier5,115.003,80.825,97.4679,87.7844,95.7268,115.003,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.80_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.80,3,4000,500,0,,87.2033,tier5,114.863,79.327,96.3319,88.415,90.8978,114.863,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.80_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.80,4,4000,500,0,,88.4623,tier5,117.998,80.4278,100.153,92.2736,101.105,117.998,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.80_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.90,0,4000,500,0,,86.8885,tier5,113.982,77.5532,99.6286,89.7634,93.4056,113.982,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.90_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.90,1,4000,500,0,,86.4962,tier5,114.577,78.6443,96.2496,87.0325,90.9301,114.577,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.90_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.90,2,4000,500,0,,86.6086,tier5,114.747,78.8114,96.5789,86.6015,91.1701,114.747,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.90_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.90,3,4000,500,0,,86.3378,tier5,114.763,77.7466,96.1667,87.2385,87.1063,114.763,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.90_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,0.90,4,4000,500,0,,86.7824,tier5,116.25,78.0766,99.0981,90.3901,96.0644,116.25,imdbwiki_infeasible_fedavot_cvar_a0.20_g0.90_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,1.00,0,4000,500,0,,85.8495,tier5,114.22,75.7608,99.201,88.4458,88.4549,114.22,imdbwiki_infeasible_fedavot_cvar_a0.20_g1.00_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,1.00,1,4000,500,0,,85.9733,tier5,115.055,77.5969,96.0417,86.4093,86.5273,115.055,imdbwiki_infeasible_fedavot_cvar_a0.20_g1.00_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,1.00,2,4000,500,0,,86.1828,tier5,115.866,77.781,96.4214,86.036,86.6977,115.866,imdbwiki_infeasible_fedavot_cvar_a0.20_g1.00_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,1.00,3,4000,500,0,,86.4138,tier5,115.729,77.2092,96.6206,86.9818,83.635,115.729,imdbwiki_infeasible_fedavot_cvar_a0.20_g1.00_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.20,1.00,4,4000,500,0,,85.8867,tier5,115.612,76.6262,98.3511,88.8261,90.3069,115.612,imdbwiki_infeasible_fedavot_cvar_a0.20_g1.00_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.10,0,4000,500,0,,99.1602,tier5,122.908,92.7278,109.17,99.7746,114.652,122.908,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.10_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.10,1,4000,500,0,,97.2768,tier5,122.549,92.0216,104.414,94.4145,113.067,122.549,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.10_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.10,2,4000,500,0,,97.4166,tier5,120.988,92.5029,105.25,93.8483,111.202,120.988,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.10_seed2.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.10,3,4000,500,0,,96.2415,tier5,121.34,91.3607,102.212,93.9009,106.673,121.34,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.10_seed3.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.10,4,4000,500,0,,98.6919,tier5,127.941,92.4569,109.18,100.136,118.952,127.941,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.10_seed4.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.20,0,4000,500,0,,97.4348,tier5,121.182,90.8555,107.526,98.2,112.098,121.182,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.20_seed0.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.20,1,4000,500,0,,95.6655,tier5,121.257,90.2091,102.987,93.1744,110.442,121.257,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.20_seed1.csv.gz
imdbwiki,infeasible,fedavot_cvar,0.30,0.20,2,4000,500,0,,95.919,tier5,119.98,90.8202,103.795,92.6836,109.184,119.98,imdbwiki_infeasible_fedavot_cvar_a0.30_g0.20_seed2.csv.gz
